,Designation,Company,experience,average salary,minimum salary,maximum salary,ratings,reviews
908,Process Engineer ,Kalpataru-Group,1-7yrs  ,"33,18,588",25.0,43.0,3.8,315
909,EHS Officer ,Kalpataru-Group,1-7yrs  ,"10,20,838",6.5,17.0,3.8,315
910,Officer ,Musashi-Auto-Parts,1-7yrs  ,"3,39,005",1.7,5.1,4.3,312
911,Junior Officer ,Musashi-Auto-Parts,1-5yrs  ,"4,66,907",2.3,7.5,4.3,312
912,Production Officer ,Musashi-Auto-Parts,1-6yrs  ,"11,82,175",7.4,16.0,4.3,312
913,Executive Production ,Musashi-Auto-Parts,5-13yrs  ,"3,37,192",2.0,4.2,4.3,312
914,QC Officer ,Musashi-Auto-Parts,1-6yrs  ,"7,31,477",4.0,10.0,4.3,312
915,Scientist 1 ,Musashi-Auto-Parts,2-6yrs  ,"4,06,845",2.3,6.5,4.3,312
916,Deputy Manager ,Musashi-Auto-Parts,8-16yrs  ,"3,80,416",2.6,5.5,4.3,312
917,Junior Production Officer ,Musashi-Auto-Parts,1-3yrs  ,"2,16,917",1.1,2.8,4.3,312
918,Process Engineer ,Musashi-Auto-Parts,1-7yrs  ,"1,81,626",1.1,2.3,4.3,312
919,EHS Officer ,Musashi-Auto-Parts,1-7yrs  ,"3,85,925",3.0,6.0,4.3,312
920,Officer ,Musashi-Auto-Parts,1-7yrs  ,"3,39,005",1.7,5.1,4.0,309
921,Junior Officer ,Musashi-Auto-Parts,1-5yrs  ,"4,66,907",2.3,7.5,4.0,309
922,Production Officer ,Musashi-Auto-Parts,1-6yrs  ,"11,82,175",7.4,16.0,4.0,309
923,Executive Production ,Musashi-Auto-Parts,5-13yrs  ,"3,37,192",2.0,4.2,4.0,309
924,QC Officer ,Musashi-Auto-Parts,1-6yrs  ,"7,31,477",4.0,10.0,4.0,309
925,Scientist 1 ,Musashi-Auto-Parts,2-6yrs  ,"4,06,845",2.3,6.5,4.0,309
926,Deputy Manager ,Musashi-Auto-Parts,8-16yrs  ,"3,80,416",2.6,5.5,4.0,309
927,Junior Production Officer ,Musashi-Auto-Parts,1-3yrs  ,"2,16,917",1.1,2.8,4.0,309
928,Process Engineer ,Musashi-Auto-Parts,1-7yrs  ,"1,81,626",1.1,2.3,4.0,309
929,EHS Officer ,Musashi-Auto-Parts,1-7yrs  ,"3,85,925",3.0,6.0,4.0,309
930,Officer ,Genpact-Headstrong-Capital-Markets,1-7yrs  ,"17,47,131",5.0,34.0,3.9,306
931,Junior Officer ,Genpact-Headstrong-Capital-Markets,1-5yrs  ,"21,67,849",7.3,32.6,3.9,306
932,Production Officer ,Genpact-Headstrong-Capital-Markets,1-6yrs  ,"5,23,330",2.6,10.0,3.9,306
933,Executive Production ,Genpact-Headstrong-Capital-Markets,5-13yrs  ,"3,69,014",2.2,5.0,3.9,306
934,QC Officer ,Genpact-Headstrong-Capital-Markets,1-6yrs  ,"13,71,708",5.5,22.0,3.9,306
935,Scientist 1 ,Genpact-Headstrong-Capital-Markets,2-6yrs  ,"29,45,590",13.0,36.0,3.9,306
936,Deputy Manager ,Genpact-Headstrong-Capital-Markets,8-16yrs  ,"6,21,100",2.6,13.0,3.9,306
937,Junior Production Officer ,Genpact-Headstrong-Capital-Markets,1-3yrs  ,"4,33,028",3.0,6.0,3.9,306
938,Process Engineer ,Genpact-Headstrong-Capital-Markets,1-7yrs  ,"9,19,310",3.0,14.7,3.9,306
939,EHS Officer ,Genpact-Headstrong-Capital-Markets,1-7yrs  ,"2,71,114",1.5,4.0,3.9,306
940,Officer ,OCS-Group,1-7yrs  ,"3,30,760",1.8,4.8,3.8,304
941,Junior Officer ,OCS-Group,1-5yrs  ,"2,35,293",35.0,3.5,3.8,304
942,Production Officer ,OCS-Group,1-6yrs  ,"2,17,206",95.0,3.1,3.8,304
943,Executive Production ,OCS-Group,5-13yrs  ,"2,21,091",20.0,3.3,3.8,304
944,QC Officer ,OCS-Group,1-6yrs  ,"2,96,489",1.5,4.0,3.8,304
945,Scientist 1 ,OCS-Group,2-6yrs  ,"2,90,473",1.5,4.4,3.8,304
946,Deputy Manager ,OCS-Group,8-16yrs  ,"2,28,567",1.3,3.5,3.8,304
947,Junior Production Officer ,OCS-Group,1-3yrs  ,"3,02,633",1.5,4.5,3.8,304
948,Process Engineer ,OCS-Group,1-7yrs  ,"2,66,947",1.6,5.5,3.8,304
949,EHS Officer ,OCS-Group,1-7yrs  ,"7,79,836",3.5,10.2,3.8,304
950,Officer ,OLX,1-7yrs  ,"4,11,881",2.4,7.0,3.9,302
951,Junior Officer ,OLX,1-5yrs  ,"4,92,532",2.9,6.5,3.9,302
952,Production Officer ,OLX,1-6yrs  ,"5,57,971",3.9,8.4,3.9,302
953,Executive Production ,OLX,5-13yrs  ,"6,08,865",3.4,8.0,3.9,302
954,QC Officer ,OLX,1-6yrs  ,"10,82,829",6.0,15.0,3.9,302
955,Scientist 1 ,OLX,2-6yrs  ,"4,63,494",2.9,5.6,3.9,302
956,Deputy Manager ,OLX,8-16yrs  ,"6,44,225",3.0,11.5,3.9,302
957,Junior Production Officer ,OLX,1-3yrs  ,"5,57,148",3.8,7.2,3.9,302
958,Process Engineer ,OLX,1-7yrs  ,"3,80,500",2.4,5.3,3.9,302
959,EHS Officer ,OLX,1-7yrs  ,"32,40,811",23.5,40.0,3.9,302
960,Officer ,Grant-Thornton,1-7yrs  ,"11,56,073",6.0,17.5,4.0,298
961,Junior Officer ,Grant-Thornton,1-5yrs  ,"8,67,144",1.5,16.0,4.0,298
962,Production Officer ,Grant-Thornton,1-6yrs  ,"35,98,045",20.0,45.0,4.0,298
963,Executive Production ,Grant-Thornton,5-13yrs  ,"6,42,381",3.0,9.5,4.0,298
964,QC Officer ,Grant-Thornton,1-6yrs  ,"5,59,048",3.8,7.0,4.0,298
965,Scientist 1 ,Grant-Thornton,2-6yrs  ,"6,29,451",17.5,12.0,4.0,298
966,Deputy Manager ,Grant-Thornton,8-16yrs  ,"4,96,755",2.8,5.5,4.0,298
967,Junior Production Officer ,Grant-Thornton,1-3yrs  ,"11,90,109",6.0,19.0,4.0,298
968,Process Engineer ,Grant-Thornton,1-7yrs  ,"7,16,607",4.0,10.6,4.0,298
969,EHS Officer ,Grant-Thornton,1-7yrs  ,"46,19,319",30.0,55.0,4.0,298
970,Officer ,GirnarSoft,1-7yrs  ,"1,85,205",1.0,4.0,4.1,293
971,Junior Officer ,GirnarSoft,1-5yrs  ,"3,65,722",2.2,4.5,4.1,293
972,Production Officer ,GirnarSoft,1-6yrs  ,"10,96,434",5.0,18.0,4.1,293
973,Executive Production ,GirnarSoft,5-13yrs  ,"6,20,279",3.4,11.8,4.1,293
974,QC Officer ,GirnarSoft,1-6yrs  ,"2,86,765",1.8,3.8,4.1,293
975,Scientist 1 ,GirnarSoft,2-6yrs  ,"3,10,809",1.8,4.3,4.1,293
976,Deputy Manager ,GirnarSoft,8-16yrs  ,"3,39,071",1.5,4.8,4.1,293
977,Junior Production Officer ,GirnarSoft,1-3yrs  ,"4,58,188",2.6,7.7,4.1,293
978,Process Engineer ,GirnarSoft,1-7yrs  ,"3,38,230",2.9,5.6,4.1,293
979,EHS Officer ,GirnarSoft,1-7yrs  ,"4,83,619",3.1,7.0,4.1,293
980,Officer ,Reliance-Power,1-7yrs  ,"3,02,779",2.2,4.7,3.6,291
981,Junior Officer ,Reliance-Power,1-5yrs  ,"20,37,645",13.0,33.2,3.6,291
982,Production Officer ,Reliance-Power,1-6yrs  ,"4,54,706",3.1,5.5,3.6,291
983,Executive Production ,Reliance-Power,5-13yrs  ,"3,19,122",2.4,4.6,3.6,291
984,QC Officer ,Reliance-Power,1-6yrs  ,"30,29,041",18.8,38.0,3.6,291
985,Scientist 1 ,Reliance-Power,2-6yrs  ,"3,57,931",2.2,5.6,3.6,291
986,Deputy Manager ,Reliance-Power,8-16yrs  ,"13,30,200",10.5,17.9,3.6,291
987,Junior Production Officer ,Reliance-Power,1-3yrs  ,"9,64,375",8.0,11.8,3.6,291
988,Process Engineer ,Reliance-Power,1-7yrs  ,"20,77,239",16.1,25.0,3.6,291
989,EHS Officer ,Reliance-Power,1-7yrs  ,"5,83,696",5.1,7.2,3.6,291
990,Officer ,ICCS,1-7yrs  ,"1,89,497",10.0,10.1,4.3,288
991,Junior Officer ,ICCS,1-5yrs  ,"2,76,984",96.0,4.3,4.3,288
992,Production Officer ,ICCS,1-6yrs  ,"2,24,419",10.0,15.2,4.3,288
993,Executive Production ,ICCS,5-13yrs  ,"2,54,662",20.0,10.1,4.3,288
994,QC Officer ,ICCS,1-6yrs  ,"2,14,633",96.0,3.2,4.3,288
995,Scientist 1 ,ICCS,2-6yrs  ,"1,72,644",85.0,4.0,4.3,288
996,Deputy Manager ,ICCS,8-16yrs  ,"2,39,593",1.0,4.0,4.3,288
997,Junior Production Officer ,ICCS,1-3yrs  ,"2,08,926",1.1,4.0,4.3,288
998,Process Engineer ,ICCS,1-7yrs  ,"2,80,797",1.6,4.1,4.3,288
999,EHS Officer ,ICCS,1-7yrs  ,"1,31,860",10.0,4.5,4.3,288
1000,Officer ,ICA-Edu-Skills,1-7yrs  ,"3,07,177",20.0,15.3,3.8,286
1001,Junior Officer ,ICA-Edu-Skills,1-5yrs  ,"3,18,354",1.9,5.2,3.8,286
1002,Production Officer ,ICA-Edu-Skills,1-6yrs  ,"2,12,695",1.5,3.3,3.8,286
1003,Executive Production ,ICA-Edu-Skills,5-13yrs  ,"2,07,142",1.1,3.5,3.8,286
1004,QC Officer ,ICA-Edu-Skills,1-6yrs  ,"2,16,625",1.0,3.5,3.8,286
1005,Scientist 1 ,ICA-Edu-Skills,2-6yrs  ,"1,82,945",15.0,3.1,3.8,286
1006,Deputy Manager ,ICA-Edu-Skills,8-16yrs  ,"1,80,456",1.0,2.9,3.8,286
1007,Junior Production Officer ,ICA-Edu-Skills,1-3yrs  ,"1,86,383",50.0,3.0,3.8,286
1008,Process Engineer ,ICA-Edu-Skills,1-7yrs  ,"2,27,077",1.8,3.4,3.8,286
1009,EHS Officer ,ICA-Edu-Skills,1-7yrs  ,"2,13,634",1.6,3.2,3.8,286
1010,Officer ,Aditya-Birla-Finance,1-7yrs  ,"5,37,091",3.0,9.1,3.6,284
1011,Junior Officer ,Aditya-Birla-Finance,1-5yrs  ,"6,98,878",3.5,11.0,3.6,284
1012,Production Officer ,Aditya-Birla-Finance,1-6yrs  ,"5,43,757",3.0,12.5,3.6,284
1013,Executive Production ,Aditya-Birla-Finance,5-13yrs  ,"13,44,089",7.5,24.1,3.6,284
1014,QC Officer ,Aditya-Birla-Finance,1-6yrs  ,"6,24,841",15.0,14.2,3.6,284
1015,Scientist 1 ,Aditya-Birla-Finance,2-6yrs  ,"12,68,244",7.5,16.5,3.6,284
1016,Deputy Manager ,Aditya-Birla-Finance,8-16yrs  ,"17,49,859",7.4,38.0,3.6,284
1017,Junior Production Officer ,Aditya-Birla-Finance,1-3yrs  ,"5,46,869",3.0,8.6,3.6,284
1018,Process Engineer ,Aditya-Birla-Finance,1-7yrs  ,"2,75,999",2.0,3.8,3.6,284
1019,EHS Officer ,Aditya-Birla-Finance,1-7yrs  ,"18,20,168",10.0,25.7,3.6,284
1020,Officer ,Schlumberger,1-7yrs  ,"21,64,918",9.1,35.0,4.4,278
1021,Junior Officer ,Schlumberger,1-5yrs  ,"16,27,902",6.0,24.0,4.4,278
1022,Production Officer ,Schlumberger,1-6yrs  ,"27,71,970",14.8,34.0,4.4,278
1023,Executive Production ,Schlumberger,5-13yrs  ,"13,17,070",6.0,18.5,4.4,278
1024,QC Officer ,Schlumberger,1-6yrs  ,"18,15,667",7.0,27.3,4.4,278
1025,Scientist 1 ,Schlumberger,2-6yrs  ,"11,80,412",6.6,14.0,4.4,278
1026,Deputy Manager ,Schlumberger,8-16yrs  ,"5,05,031",3.0,9.7,4.4,278
1027,Junior Production Officer ,Schlumberger,1-3yrs  ,"13,99,447",6.2,23.6,4.4,278
1028,Process Engineer ,Schlumberger,1-7yrs  ,"14,68,957",8.0,19.0,4.4,278
1029,EHS Officer ,Schlumberger,1-7yrs  ,"32,67,719",18.4,55.0,4.4,278
1030,Officer ,Capri-Global-Capital,1-7yrs  ,"2,73,112",1.3,4.2,3.5,276
1031,Junior Officer ,Capri-Global-Capital,1-5yrs  ,"4,87,040",2.5,8.8,3.5,276
1032,Production Officer ,Capri-Global-Capital,1-6yrs  ,"4,56,132",2.9,6.3,3.5,276
1033,Executive Production ,Capri-Global-Capital,5-13yrs  ,"4,70,552",3.5,6.1,3.5,276
1034,QC Officer ,Capri-Global-Capital,1-6yrs  ,"3,26,117",2.5,4.1,3.5,276
1035,Scientist 1 ,Capri-Global-Capital,2-6yrs  ,"5,22,076",2.3,8.0,3.5,276
1036,Deputy Manager ,Capri-Global-Capital,8-16yrs  ,"2,63,319",1.5,4.0,3.5,276
1037,Junior Production Officer ,Capri-Global-Capital,1-3yrs  ,"2,59,219",1.8,3.5,3.5,276
1038,Process Engineer ,Capri-Global-Capital,1-7yrs  ,"2,35,144",1.3,3.0,3.5,276
1039,EHS Officer ,Capri-Global-Capital,1-7yrs  ,"3,92,941",2.5,5.4,3.5,276
1040,Officer ,Temenos,1-7yrs  ,"10,10,648",4.5,15.0,3.5,271
1041,Junior Officer ,Temenos,1-5yrs  ,"7,64,114",3.9,13.1,3.5,271
1042,Production Officer ,Temenos,1-6yrs  ,"9,94,117",5.4,13.0,3.5,271
1043,Executive Production ,Temenos,5-13yrs  ,"7,16,383",4.8,10.3,3.5,271
1044,QC Officer ,Temenos,1-6yrs  ,"9,20,287",4.0,13.0,3.5,271
1045,Scientist 1 ,Temenos,2-6yrs  ,"13,18,248",7.0,20.0,3.5,271
1046,Deputy Manager ,Temenos,8-16yrs  ,"15,19,194",7.0,21.8,3.5,271
1047,Junior Production Officer ,Temenos,1-3yrs  ,"6,70,654",6.0,9.3,3.5,271
1048,Process Engineer ,Temenos,1-7yrs  ,"6,84,577",4.5,9.3,3.5,271
1049,EHS Officer ,Temenos,1-7yrs  ,"7,86,502",5.5,10.5,3.5,271
1050,Officer ,Sheenlac-Paints,1-7yrs  ,"3,80,565",2.0,6.3,4.0,269
1051,Junior Officer ,Sheenlac-Paints,1-5yrs  ,"7,89,856",5.0,11.8,4.0,269
1052,Production Officer ,Sheenlac-Paints,1-6yrs  ,"3,87,273",2.4,5.8,4.0,269
1053,Executive Production ,Sheenlac-Paints,5-13yrs  ,"7,35,561",4.5,10.0,4.0,269
1054,QC Officer ,Sheenlac-Paints,1-6yrs  ,"17,99,164",12.0,25.5,4.0,269
1055,Scientist 1 ,Sheenlac-Paints,2-6yrs  ,"4,02,794",2.0,5.4,4.0,269
1056,Deputy Manager ,Sheenlac-Paints,8-16yrs  ,"6,10,210",3.5,7.7,4.0,269
1057,Junior Production Officer ,Sheenlac-Paints,1-3yrs  ,"2,08,385",1.2,2.6,4.0,269
1058,Process Engineer ,Sheenlac-Paints,1-7yrs  ,"5,10,571",4.1,6.3,4.0,269
1059,EHS Officer ,Sheenlac-Paints,1-7yrs  ,"3,93,235",2.4,5.5,4.0,269
1060,Officer ,Ugam-Solution,1-7yrs  ,"8,34,518",1.3,19.0,3.9,266
1061,Junior Officer ,Ugam-Solution,1-5yrs  ,"3,38,247",1.2,5.0,3.9,266
1062,Production Officer ,Ugam-Solution,1-6yrs  ,"4,70,453",1.3,8.0,3.9,266
1063,Executive Production ,Ugam-Solution,5-13yrs  ,"9,92,914",4.5,19.0,3.9,266
1064,QC Officer ,Ugam-Solution,1-6yrs  ,"8,20,355",3.8,14.0,3.9,266
1065,Scientist 1 ,Ugam-Solution,2-6yrs  ,"7,56,110",2.0,13.0,3.9,266
1066,Deputy Manager ,Ugam-Solution,8-16yrs  ,"6,61,244",1.1,13.0,3.9,266
1067,Junior Production Officer ,Ugam-Solution,1-3yrs  ,"4,64,650",1.9,6.0,3.9,266
1068,Process Engineer ,Ugam-Solution,1-7yrs  ,"6,87,386",4.4,9.9,3.9,266
1069,EHS Officer ,Ugam-Solution,1-7yrs  ,"6,90,939",2.7,9.5,3.9,266
1070,Officer ,NetAmbit,1-7yrs  ,"3,97,175",1.0,5.5,3.7,262
1071,Junior Officer ,NetAmbit,1-5yrs  ,"2,95,945",1.2,4.0,3.7,262
1072,Production Officer ,NetAmbit,1-6yrs  ,"3,74,503",1.8,6.0,3.7,262
1073,Executive Production ,NetAmbit,5-13yrs  ,"2,69,641",12.0,4.5,3.7,262
1074,QC Officer ,NetAmbit,1-6yrs  ,"3,00,909",1.7,4.0,3.7,262
1075,Scientist 1 ,NetAmbit,2-6yrs  ,"2,82,892",1.8,4.0,3.7,262
1076,Deputy Manager ,NetAmbit,8-16yrs  ,"4,53,749",2.4,5.6,3.7,262
1077,Junior Production Officer ,NetAmbit,1-3yrs  ,"3,19,419",2.0,4.2,3.7,262
1078,Process Engineer ,NetAmbit,1-7yrs  ,"3,09,036",2.0,4.5,3.7,262
1079,EHS Officer ,NetAmbit,1-7yrs  ,"6,60,236",4.4,8.6,3.7,262
1080,Officer ,Amazon-Services,1-7yrs  ,"3,96,866",2.0,5.3,4.3,259
1081,Junior Officer ,Amazon-Services,1-5yrs  ,"2,91,107",1.1,4.8,4.3,259
1082,Production Officer ,Amazon-Services,1-6yrs  ,"5,38,878",1.7,11.0,4.3,259
1083,Executive Production ,Amazon-Services,5-13yrs  ,"1,79,812",1.0,3.2,4.3,259
1084,QC Officer ,Amazon-Services,1-6yrs  ,"5,96,906",2.7,7.5,4.3,259
1085,Scientist 1 ,Amazon-Services,2-6yrs  ,"17,44,219",9.0,26.0,4.3,259
1086,Deputy Manager ,Amazon-Services,8-16yrs  ,"2,36,127",1.5,3.6,4.3,259
1087,Junior Production Officer ,Amazon-Services,1-3yrs  ,"3,10,234",2.0,4.8,4.3,259
1088,Process Engineer ,Amazon-Services,1-7yrs  ,"2,17,933",1.2,3.3,4.3,259
1089,EHS Officer ,Amazon-Services,1-7yrs  ,"8,02,274",3.5,9.7,4.3,259
1090,Officer ,Steag-Energy-Services,1-7yrs  ,"6,16,819",3.6,9.5,4.0,257
1091,Junior Officer ,Steag-Energy-Services,1-5yrs  ,"10,93,003",6.5,16.0,4.0,257
1092,Production Officer ,Steag-Energy-Services,1-6yrs  ,"4,43,631",2.8,6.1,4.0,257
1093,Executive Production ,Steag-Energy-Services,5-13yrs  ,"4,22,548",3.0,5.4,4.0,257
1094,QC Officer ,Steag-Energy-Services,1-6yrs  ,"3,96,778",1.8,5.9,4.0,257
1095,Scientist 1 ,Steag-Energy-Services,2-6yrs  ,"4,53,820",3.3,6.0,4.0,257
1096,Deputy Manager ,Steag-Energy-Services,8-16yrs  ,"4,20,151",3.0,5.6,4.0,257
1097,Junior Production Officer ,Steag-Energy-Services,1-3yrs  ,"6,03,545",4.9,7.3,4.0,257
1098,Process Engineer ,Steag-Energy-Services,1-7yrs  ,"4,32,661",3.0,5.2,4.0,257
1099,EHS Officer ,Steag-Energy-Services,1-7yrs  ,"5,64,216",4.8,7.5,4.0,257
1100,Officer ,Royal-Sundaram-General-Insurance,1-7yrs  ,"4,77,828",2.5,7.5,4.4,254
1101,Junior Officer ,Royal-Sundaram-General-Insurance,1-5yrs  ,"8,69,617",5.5,15.7,4.4,254
1102,Production Officer ,Royal-Sundaram-General-Insurance,1-6yrs  ,"5,16,810",2.8,8.1,4.4,254
1103,Executive Production ,Royal-Sundaram-General-Insurance,5-13yrs  ,"3,31,858",2.4,4.2,4.4,254
1104,QC Officer ,Royal-Sundaram-General-Insurance,1-6yrs  ,"4,40,745",3.2,5.5,4.4,254
1105,Scientist 1 ,Royal-Sundaram-General-Insurance,2-6yrs  ,"3,01,146",2.0,3.8,4.4,254
1106,Deputy Manager ,Royal-Sundaram-General-Insurance,8-16yrs  ,"2,47,176",1.3,3.0,4.4,254
1107,Junior Production Officer ,Royal-Sundaram-General-Insurance,1-3yrs  ,"2,27,528",1.5,3.9,4.4,254
1108,Process Engineer ,Royal-Sundaram-General-Insurance,1-7yrs  ,"3,96,883",2.8,6.2,4.4,254
1109,EHS Officer ,Royal-Sundaram-General-Insurance,1-7yrs  ,"6,11,761",5.1,10.4,4.4,254
1110,Officer ,Netscribes,1-7yrs  ,"2,52,208",1.4,5.0,3.5,252
1111,Junior Officer ,Netscribes,1-5yrs  ,"2,90,530",1.4,6.0,3.5,252
1112,Production Officer ,Netscribes,1-6yrs  ,"3,60,459",2.3,5.3,3.5,252
1113,Executive Production ,Netscribes,5-13yrs  ,"1,85,228",1.0,2.7,3.5,252
1114,QC Officer ,Netscribes,1-6yrs  ,"1,74,977",1.4,2.2,3.5,252
1115,Scientist 1 ,Netscribes,2-6yrs  ,"1,76,455",1.0,2.4,3.5,252
1116,Deputy Manager ,Netscribes,8-16yrs  ,"2,38,941",1.9,4.0,3.5,252
1117,Junior Production Officer ,Netscribes,1-3yrs  ,"4,42,079",3.0,7.5,3.5,252
1118,Process Engineer ,Netscribes,1-7yrs  ,"2,00,279",1.1,3.0,3.5,252
1119,EHS Officer ,Netscribes,1-7yrs  ,"1,62,217",1.1,2.2,3.5,252
1120,Officer ,Kurlon,1-7yrs  ,"3,47,832",2.0,5.3,4.0,245
1121,Junior Officer ,Kurlon,1-5yrs  ,"4,25,869",3.8,12.2,4.0,245
1122,Production Officer ,Kurlon,1-6yrs  ,"3,42,463",2.4,4.1,4.0,245
1123,Executive Production ,Kurlon,5-13yrs  ,"4,77,851",3.4,6.6,4.0,245
1124,QC Officer ,Kurlon,1-6yrs  ,"4,26,346",2.0,6.0,4.0,245
1125,Scientist 1 ,Kurlon,2-6yrs  ,"2,21,866",1.5,4.3,4.0,245
1126,Deputy Manager ,Kurlon,8-16yrs  ,"3,47,275",2.5,4.5,4.0,245
1127,Junior Production Officer ,Kurlon,1-3yrs  ,"3,69,381",2.4,4.7,4.0,245
1128,Process Engineer ,Kurlon,1-7yrs  ,"3,31,366",2.1,4.3,4.0,245
1129,EHS Officer ,Kurlon,1-7yrs  ,"4,16,000",3.5,5.6,4.0,245
1130,Officer ,Indiabulls-Ventures,1-7yrs  ,"5,74,450",2.0,8.4,4.0,243
1131,Junior Officer ,Indiabulls-Ventures,1-5yrs  ,"2,49,759",90.0,4.8,4.0,243
1132,Production Officer ,Indiabulls-Ventures,1-6yrs  ,"2,80,426",1.8,4.6,4.0,243
1133,Executive Production ,Indiabulls-Ventures,5-13yrs  ,"2,27,874",1.5,3.4,4.0,243
1134,QC Officer ,Indiabulls-Ventures,1-6yrs  ,"2,38,445",1.1,3.4,4.0,243
1135,Scientist 1 ,Indiabulls-Ventures,2-6yrs  ,"5,01,233",3.0,9.1,4.0,243
1136,Deputy Manager ,Indiabulls-Ventures,8-16yrs  ,"2,34,007",1.9,3.0,4.0,243
1137,Junior Production Officer ,Indiabulls-Ventures,1-3yrs  ,"3,33,205",2.1,4.0,4.0,243
1138,Process Engineer ,Indiabulls-Ventures,1-7yrs  ,"5,21,855",3.4,7.5,4.0,243
1139,EHS Officer ,Indiabulls-Ventures,1-7yrs  ,"2,39,640",1.9,3.0,4.0,243
1140,Officer ,J-B-Chemicals-And-Pharmaceuticals,1-7yrs  ,"3,27,395",2.0,5.1,4.2,238
1141,Junior Officer ,J-B-Chemicals-And-Pharmaceuticals,1-5yrs  ,"3,44,476",1.2,5.5,4.2,238
1142,Production Officer ,J-B-Chemicals-And-Pharmaceuticals,1-6yrs  ,"3,41,439",2.0,5.0,4.2,238
1143,Executive Production ,J-B-Chemicals-And-Pharmaceuticals,5-13yrs  ,"6,89,955",4.5,8.9,4.2,238
1144,QC Officer ,J-B-Chemicals-And-Pharmaceuticals,1-6yrs  ,"3,16,094",2.0,4.3,4.2,238
1145,Scientist 1 ,J-B-Chemicals-And-Pharmaceuticals,2-6yrs  ,"11,15,409",7.5,14.6,4.2,238
1146,Deputy Manager ,J-B-Chemicals-And-Pharmaceuticals,8-16yrs  ,"3,29,544",1.8,5.8,4.2,238
1147,Junior Production Officer ,J-B-Chemicals-And-Pharmaceuticals,1-3yrs  ,"6,73,237",4.3,9.5,4.2,238
1148,Process Engineer ,J-B-Chemicals-And-Pharmaceuticals,1-7yrs  ,"7,12,625",4.3,9.0,4.2,238
1149,EHS Officer ,J-B-Chemicals-And-Pharmaceuticals,1-7yrs  ,"12,27,275",8.0,15.0,4.2,238
1150,Officer ,Tanishq,1-7yrs  ,"2,86,843",12.0,5.5,4.2,237
1151,Junior Officer ,Tanishq,1-5yrs  ,"3,36,455",1.1,6.0,4.2,237
1152,Production Officer ,Tanishq,1-6yrs  ,"4,20,228",1.8,8.5,4.2,237
1153,Executive Production ,Tanishq,5-13yrs  ,"5,06,820",2.6,10.8,4.2,237
1154,QC Officer ,Tanishq,1-6yrs  ,"2,39,948",1.0,4.2,4.2,237
1155,Scientist 1 ,Tanishq,2-6yrs  ,"2,85,883",1.1,5.4,4.2,237
1156,Deputy Manager ,Tanishq,8-16yrs  ,"3,24,156",2.0,5.2,4.2,237
1157,Junior Production Officer ,Tanishq,1-3yrs  ,"2,47,293",1.0,5.0,4.2,237
1158,Process Engineer ,Tanishq,1-7yrs  ,"2,26,995",15.0,3.6,4.2,237
1159,EHS Officer ,Tanishq,1-7yrs  ,"2,64,012",1.2,6.0,4.2,237
1160,Officer ,Velocis-Systems,1-7yrs  ,"5,15,809",2.4,10.0,3.5,235
1161,Junior Officer ,Velocis-Systems,1-5yrs  ,"4,25,660",1.7,10.4,3.5,235
1162,Production Officer ,Velocis-Systems,1-6yrs  ,"8,62,748",3.6,12.5,3.5,235
1163,Executive Production ,Velocis-Systems,5-13yrs  ,"5,14,918",2.0,9.0,3.5,235
1164,QC Officer ,Velocis-Systems,1-6yrs  ,"9,19,819",4.0,17.0,3.5,235
1165,Scientist 1 ,Velocis-Systems,2-6yrs  ,"9,31,956",3.6,16.2,3.5,235
1166,Deputy Manager ,Velocis-Systems,8-16yrs  ,"4,48,902",2.1,7.1,3.5,235
1167,Junior Production Officer ,Velocis-Systems,1-3yrs  ,"10,64,817",4.8,23.0,3.5,235
1168,Process Engineer ,Velocis-Systems,1-7yrs  ,"6,51,214",3.5,9.2,3.5,235
1169,EHS Officer ,Velocis-Systems,1-7yrs  ,"4,96,039",3.0,6.5,3.5,235
1170,Officer ,NBC-Bearings,1-7yrs  ,"2,88,425",1.2,5.0,3.6,233
1171,Junior Officer ,NBC-Bearings,1-5yrs  ,"2,92,092",1.5,4.4,3.6,233
1172,Production Officer ,NBC-Bearings,1-6yrs  ,"1,91,956",1.2,2.8,3.6,233
1173,Executive Production ,NBC-Bearings,5-13yrs  ,"3,11,021",1.5,5.1,3.6,233
1174,QC Officer ,NBC-Bearings,1-6yrs  ,"3,05,013",1.2,5.1,3.6,233
1175,Scientist 1 ,NBC-Bearings,2-6yrs  ,"9,86,890",7.5,14.4,3.6,233
1176,Deputy Manager ,NBC-Bearings,8-16yrs  ,"3,18,670",1.5,4.8,3.6,233
1177,Junior Production Officer ,NBC-Bearings,1-3yrs  ,"5,01,268",3.5,5.9,3.6,233
1178,Process Engineer ,NBC-Bearings,1-7yrs  ,"14,79,797",11.0,18.0,3.6,233
1179,EHS Officer ,NBC-Bearings,1-7yrs  ,"2,53,725",1.4,5.0,3.6,233
1180,Officer ,Dunzo,1-7yrs  ,"2,68,318",10.0,9.9,3.9,231
1181,Junior Officer ,Dunzo,1-5yrs  ,"2,48,785",19.5,5.0,3.9,231
1182,Production Officer ,Dunzo,1-6yrs  ,"3,53,298",2.5,4.3,3.9,231
1183,Executive Production ,Dunzo,5-13yrs  ,"5,28,189",3.6,7.0,3.9,231
1184,QC Officer ,Dunzo,1-6yrs  ,"5,67,957",4.2,7.0,3.9,231
